Client_ID,Address_1,Address_2,Zipcode
C00001412,484 Bayport Drive,,41008
C00001413,7 Edgewood Lane,,49755
C00001414,6A Shipley Ave.,,45617
C00001416,1 Cactus St.,,46408
C00001417,8540 Richardson Dr.,,43240
C00001418,9188 Birch Hill Court,,49480
C00001419,7694 Harrison Avenue,,44121
C00001420,9041 Griffin Ave.,,41819
C00001421,236 Lancaster Rd.,,40007
C00001422,7675 New Saddle Ave.,,1843
C00001423,494 West Rockland Rd.,,1843
C00001424,40 New Ave.,,43732
C00001425,502 Indian Summer Lane,,46289
C00001426,8112 Anderson Road,,43535
C00001427,60 Williams Rd.,,42539
C00001428,83 Jockey Hollow Court,,48399
C00001429,204 South Pineknoll Street,,48062
C00001430,84 Cottage Street,,45578
C00001431,9556 W. Rock Maple Ave.,,1853
C00001432,89 Lafayette St.,,46169
C00001433,7974 Mulberry St.,,40526
C00001434,918 Sussex St.,,41173
C00001435,183 Proctor St.,,43801
C00001438,7 Tarkiln Hill Street,,48123
C00001439,190 NE. Galvin Drive,,41407
C00001440,99 Pumpkin Hill Drive,,10040
C00001441,1 East Young Lane,,48690
C00001442,234 Pulaski Dr.,,42167
C00001443,9774 Sage St.,,40019
C00001444,201 Peg Shop Rd.,,43543
C00001445,444 Birchpond Dr.,,46784
C00001446,189 Princess Lane,,42754
C00001447,6 Ocean Road,,42974
C00001448,335 Overlook Ave.,,14267
C00001449,176 Chapel Road,,46658
C00001450,354 Wentworth Street,,2723
C00001452,736 Littleton Drive,,46780
C00001453,5 School St.,,49261
C00001454,6 4th Drive,,47502
C00001455,608 Prince St.,,47914
C00001456,421 Pin Oak St.,,46888
C00001457,848 Acacia Dr.,,45189
C00001458,8281 Squaw Creek St.,,46894
C00001459,977 South Country Club Lane,,47461
C00001460,902 Peninsula Court,,48214
C00001461,3 SE. Dogwood Dr.,,47307
C00001462,9 Woodside Ave.,,38506
C00001463,252 Cambridge Dr.,,40179
C00001464,7929 Delaware St.,,42914
C00001465,37 Surrey Drive,,44416
C00001466,637 Hall St.,,47542
C00001467,7926 Creekside Street,,2464
C00001468,76 Shadow Brook Ave.,,13210
C00001469,17 Shipley St.,,41627
C00001470,7989 Sussex Dr.,,10034
C00001471,691 West Elizabeth St.,,10022
C00001472,9019 W. Magnolia Ave.,,10154
C00001473,8848 Pin Oak Drive,,10001
C00001474,2 Adams Drive,,47511
C00001475,1 Jefferson Lane,,47719
C00001476,7569 Belmont Dr.,,48870
C00001478,563 Galvin Ave.,,44110
C00001479,7695 White Ave.,,10029
C00001480,40 Cemetery St.,,1843
C00001481,304 Third Rd.,,49470
C00001482,64 Golf Rd.,,44594
C00001483,113 Golden Star Drive,,10173
C00001484,61 Elizabeth Lane,,10001
C00001485,10 Proctor Lane,,44740
C00001486,9289 Overlook Drive,,44685
C00001487,53 Gregory Street,,1603
C00001488,656 Valley Street,,46787
C00001489,7086 Center Ave.,,46231
C00001490,7380 E. Tunnel Rd.,,49355
C00001491,81 Water Dr.,,43154
C00001492,9952 Tower Road,,2298
C00001493,94 Arch St.,,10199
C00001494,7486 King St.,,10128
C00001495,8372 Glenridge Dr.,,10055
C00001496,891 Sleepy Hollow St.,,10123
C00001497,60 W. Wrangler Lane,,48595
C00001498,7843 Valley View St.,,42417
C00001499,9327 Fawn Road,,43497
C00001500,260 Illinois Drive,,10003
C00001501,146 Hudson St.,,45211
C00001502,190 Oak Valley Street,,44348
C00001503,7026 Old Franklin St.,,2301
C00001504,6 East Proctor St.,,2302
C00001505,22 Hudson Street,,2460
C00001506,7873 Old Lilac St.,,41785
C00001507,54 Blackburn Dr.,,44077
C00001508,4 High Point Drive,,49007
C00001509,20 Orange St.,,48743
C00001510,555 Ryan St.,,44355
C00001511,46 Penn St.,,43236
C00001512,8663 Birchwood Dr.,,41819
C00001513,9533 Constitution St.,,42778
C00001514,8870 Laurel Drive,,44905
C00001516,94 Corona Street,,48891
C00001517,751 Tarkiln Hill Ave.,,44533
C00001518,351 Hill Field St.,,48988
C00001519,582 Acacia St.,,43055
C00001520,517 Pennington St.,,42589
C00001521,688 Cherry St.,,43279
C00001522,9322 Nichols Ave.,,47330
C00001523,8452 Bear Hill Avenue,,47937
C00001524,101 New Saddle St.,,43843
C00001525,70 Military Dr.,,10005
C00001526,371 Bank Street,,10108
C00001527,964 W. Smoky Hollow St.,,37708
C00001528,45 Devon Lane,,2742
C00001529,230 Gainsway Street,,43095
C00001530,988 Tower Avenue,,41355
C00001531,137 Deerfield St.,,48426
C00001532,212 NW. Wagon Ave.,,49699
C00001533,258 North Surrey St.,,1853
C00001534,517 North Studebaker St.,,44426
C00001535,949 Rock Creek Rd.,,44380
C00001536,393 Jefferson St.,,46674
C00001537,9 Branch Rd.,,42395
C00001539,7408 Newport Court,,48328
C00001540,210 Pheasant Ave.,,45282
C00001541,8218 Kirkland Road,,48212
C00001542,8814 South Andover Drive,,43017
C00001543,92 Cleveland Lane,,43421
C00001546,34 North Court Lane,,47672
C00001547,8599 Delaware St.,,46152
C00001548,421 East Spruce Dr.,,46938
C00001549,7235 High Ridge Street,,41574
C00001550,8210 Bohemia Ave.,,47487
C00001554,12 N. Newport Dr.,,1853
C00001555,192 Rock Maple Dr.,,47031
C00001556,2 Eagle Ave.,,44432
C00001557,48 Bedford St.,Unit 1,47391
C00001558,86 West Galvin St.,,46810
C00001559,546 West Glen Creek Road,,41100
C00001561,231 Smith Store St.,,10022
C00001562,9295 Stonybrook Road,,10011
C00001563,923 New Lane,Unit 6,42668
C00001564,292 Pin Oak St.,,43291
C00001565,295 Carson Lane,,2145
C00001566,195 Brookside St.,,46459
C00001567,427 Military St.,,14225
C00001568,7 Hawthorne St.,,14240
C00001569,8486 Warren Road,,45831
C00001570,892 Devon Street,,41663
C00001571,1 Addison Ave.,,41009
C00001572,8768 Santa Clara Rd.,,10106
C00001574,96 Summer Court,Unit 80,43530
C00001575,85 West Rockledge St.,,1853
C00001576,506 Locust St.,,1853
C00001577,7677 Amerige Avenue,,48403
C00001578,901 N. Marsh Rd.,,48452
C00001579,884 Snake Hill Ave.,,41894
C00001580,33 Rosewood Street,Unit 1B,10045
C00001581,434 West Ryan Dr.,,2138
C00001582,8815 East Country Court,,45029
C00001583,771 Greystone St.,,10090
C00001584,77 East Briarwood St.,Apt. 3D,10121
C00001585,9447 Hudson Street,,1910
C00001586,337 Oak Valley St.,,1904
C00001587,9846 Devonshire Street,,45839
C00001588,623 Homestead St.,,40250
C00001589,7167 Hall Court,,1609
C00001590,45 Mill Pond Street,,49906
C00001591,150 Indian Summer Drive,,47918
C00001592,735 Stonybrook Road,,2138
C00001593,519 North Glenlake Avenue,,2138
C00001594,752 Baker Dr.,,2138
C00001595,58 S. Parker Lane,,2138
C00001596,105 Littleton Dr.,,2303
C00001597,57 Golden Star Ave.,,1905
C00001598,7C Academy Street,,49565
C00001599,84 Rock Maple St.,Unit 81,40293
C00001600,673 Longfellow Ave.,,45224
C00001601,344 Newcastle Lane,,43289
C00001602,792 N. Gates St.,,48280
C00001603,8882 Corona Dr.,,43763
C00001604,77 Lancaster Street,Unit 1B,42872
C00001605,74 6th St.,,45903
C00001606,7693 Paris Hill Dr.,,2461
C00001607,50 Peninsula Lane,,49160
C00001608,8722 Shore St.,,44529
C00001609,580 Elizabeth Lane,,45243
C00001610,165 Mulberry Lane,,47275
C00001611,366 3rd Lane,,2170
C00001612,7847 NW. Purple Finch Road,,2269
C00001613,9417 Canterbury Street,,14269
C00001614,7556 Peachtree Ave.,,40430
C00001615,503 Greenview St.,,44318
C00001616,1 Young St.,,43182
C00001617,109 East Drive,,46779
C00001618,52 W. Trenton Road,,48954
C00001619,65 Penn Ave.,,48558
C00001620,709 Euclid Dr.,,47663
C00001621,7037 Canterbury Street,,10701
C00001622,48 Manchester Road,,43437
C00001623,686 Manhattan St.,,44367
C00001624,21 Wagon Street,,2241
C00001625,420 Sunnyslope St.,,2283
C00001628,429 Griffin Lane,,44102
C00001629,7491 Pulaski Road,,48039
C00001630,136 East John St.,,42374
C00001631,906 Old La Sierra Street,,44179
C00001632,7509 Glenholme Ave.,,43816
C00001633,248 Cobblestone Ave.,,1854
C00001634,8568 Princess Ave.,,1854
C00001635,9211 Franklin St.,,14615
C00001636,7550 Meadowbrook Ave.,,14616
C00001637,7804 W. School Lane,,46343
C00001638,10 Arcadia Road,,45664
C00001639,7404 Green Lake St.,,10162
C00001640,285 Westminster Lane,,1111
C00001641,59 Sugar Street,,49938
C00001642,79 Cooper St.,,10122
C00001643,793 Glendale Dr.,,40992
C00001644,9094 West Longfellow Dr.,,2138
C00001645,658 Westport St.,,46041
C00001646,9808 Madison Street,,45635
C00001647,718 South Essex Dr.,,2145
C00001648,512 Saxton Dr.,,40218
C00001649,9234 Golf St.,Unit 7,42074
C00001650,455 Sunset St.,,10012
C00001651,823 Ridgeview Street,,41677
C00001653,7440 Water St.,,49421
C00001654,392 N. Paris Hill Dr.,,1910
C00001655,50 Cambridge Lane,,43919
C00001656,7785 West Littleton St.,Unit 77,42901
C00001657,81 Lantern Lane,,47493
C00001658,60 Belmont St.,,40956
C00001659,8827 W. Greystone St.,,10116
C00001660,669 N. Pineknoll St.,,10040
C00001661,9203 Jockey Hollow Lane,,41138
C00001662,7272 W. Manor Street,,46955
C00001663,84 Gainsway Dr.,,48368
C00001664,20 Grandrose St.,,48383
C00001665,47 Walt Whitman Street,,41053
C00001666,8468 Old Olive Dr.,,10038
C00001667,866 Linda Street,,10027
C00001668,2 Edgewood Ave.,,45279
C00001669,297 Albany St.,,43321
C00001670,65 Westminster Drive,,48714
C00001671,11 Pin Oak St.,,2742
C00001672,8447 W. Albany Street,,2742
C00001673,242 Harrison Road,,1610
C00001674,334 Clark Street,,41562
C00001675,8234 Theatre Street,,44869
C00001676,790 Devon Drive,,45698
C00001677,7506 Princeton Drive,,42367
C00001679,559 SW. Cherry Rd.,,48931
C00001680,30 West Surrey Avenue,,48487
C00001681,8603 Elmwood Dr.,,48144
C00001682,9489 Brickyard Ave.,,1843
C00001683,8875 Locust Ave.,,45581
C00001684,9 Amherst Street,,48966
C00001685,53 Beechwood Drive,,2723
C00001686,89 East Beaver Ridge Rd.,,10019
C00001687,40 Magnolia Street,,10041
C00001688,760 Glen Ridge Lane,,45332
C00001689,195 N. Blue Spring Ave.,,10037
C00001690,62 Rockaway Street,Unit 76,43062
C00001691,355 Johnson Street,,42387
C00001692,387 Strawberry St.,,47441
C00001693,9745 North Oak Dr.,,46648
C00001694,688 Bear Hill St.,,40867
C00001696,7831 Glendale St.,,10174
C00001697,179 Westport Lane,,1854
C00001698,8514 Thompson Street,,1854
C00001699,16 Proctor St.,,49457
C00001700,9685 NW. Strawberry Drive,,42232
C00001701,7011 Arnold Ave.,,47255
C00001702,7460 Walt Whitman Street,,48781
C00001703,307 Bay Ave.,,14216
C00001704,15 York Street,,14215
C00001705,7713 Gonzales St.,,44294
C00001706,73 Oakwood Drive,,41558
C00001707,929 Edgewood Street,,42894
C00001709,939 Shipley Court,Apt. 4D,48128
C00001710,9118 Market St.,,47347
C00001711,192 East Edgewater St.,,49694
C00001712,480 Hillside Street,,49207
C00001713,48 Evergreen St.,,2462
C00001714,545 King Drive,,2304
C00001717,71 Pennsylvania St.,,47318
C00001718,7064 Bow Ridge Lane,,14617
C00001719,7677 Gainsway Lane,,43309
C00001720,10 San Pablo Ave.,,48774
C00001721,415 Lexington St.,,40912
C00001722,7607 Augusta St.,,48108
C00001723,76 Johnson Street,,2145
C00001724,47 Lakeshore Street,,41126
C00001725,245 Woodside Ave.,,10702
C00001726,8527 Howard St.,,10703
C00001727,43 Applegate Lane,,46066
C00001728,8992 Gonzales St.,,43111
C00001729,3 Rockland Street,,10704
C00001730,16 Trout Street,,45432
C00001731,132 Elm Ave.,,46721
C00001733,486 Front St.,,2742
C00001734,7763 Marvon St.,,48034
C00001735,86 N. Marshall St.,,44096
C00001736,997 Fawn St.,,43958
C00001737,938 Brookside Drive,,41701
C00001738,113 Prairie Street,,45092
C00001741,33 John St.,,49294
C00001742,644 Jockey Hollow Dr.,,10260
C00001743,619 Smith Drive,,40558
C00001744,96 Virginia Drive,,14280
C00001745,1 Alton Drive,,44590
C00001746,62 Oak Ave.,,40648
C00001747,7911 Brewery Road,,47000
C00001748,8355 Studebaker St.,,46362
C00001749,161 Lincoln Ave.,,14204
C00001750,7137 Edgemont Avenue,,48672
C00001751,8094 Lower River St.,,49222
C00001752,34 Oak Meadow Court,,45164
C00001753,8795 Temple St.,,1903
C00001754,9306 Pleasant St.,,2742
C00001755,526 Cemetery Ave.,,2464
C00001756,53 Academy St.,,10120
C00001757,770 Wagon Ave.,,10023
C00001758,9887 Wild Rose Lane,,45667
C00001759,84 Hall St.,,47740
C00001760,2 Plumb Branch Court,,13211
C00001761,971 Victoria Court,,48283
C00001762,9502 Cherry Street,,2723
C00001763,2 Big Rock Cove St.,,43557
C00001764,9873 Halifax Lane,,45056
C00001765,7688 Pleasant Court,,2206
C00001768,9 James Drive,,41043
C00001769,9660 Hillside St.,,41042
C00001770,9694 West San Juan Dr.,,47077
C00001771,9681 West Beech Lane,,44723
C00001772,7381 W. Cleveland St.,,47768
C00001774,25 Fieldstone Court,Unit 1A,43327
C00001775,964 Iroquois Ave.,,43835
C00001776,44 Willow Drive,,46199
C00001777,9796 53rd Street,,1843
C00001778,7910 Young Ave.,,1843
C00001779,10 Squaw Creek Dr.,,49329
C00001780,659 Harvard Ave.,,45783
C00001781,3 Shirley Dr.,,47472
C00001782,7588 West Primrose Avenue,,42846
C00001783,39 SE. Paris Hill Ave.,,10029
C00001784,9415 Glendale Drive,,47585
C00001785,856 Sheffield Street,,43875
C00001786,179 Hudson Dr.,,49361
C00001787,337 Charles Ave.,,48513
C00001788,7136 North County Lane,,10090
C00001789,117 N. Grove Drive,,2723
C00001790,7824 Arch Ave.,Unit 8,10006
C00001791,44 La Sierra Ave.,,41184
C00001792,332 Bay Meadows Street,,40217
C00001793,426 Jackson St.,,49632
C00001794,16 St Margarets St.,,45982
C00001795,9301 Grove Ave.,,46742
C00001796,7146 Shirley Street,,49635
C00001797,9970 Kirkland Street,,46386
C00001798,345 Golf Street,,47954
C00001799,9665 Carson St.,Unit 79,42428
C00001800,8411 Grand Avenue,,48920
C00001801,7 Tarkiln Hill Dr.,,41340
C00001802,42 Sage Street,,45794
C00001803,417 Lantern Street,,46517
C00001806,731 East Cedar St.,,48915
C00001807,8675 Smith St.,,44558
C00001808,7256 Birchwood Street,,42670
C00001809,738 University Dr.,,48226
C00001810,7355 Nut Swamp Road,,47064
C00001811,7303 Albany Dr.,,10035
C00001812,2 SE. Birchwood Street,,47388
C00001813,590 South High Point St.,,49155
C00001814,9672 Orchard St.,,2742
C00001815,10 East Birch Hill Road,,46106
C00001816,7224 North Evergreen Street,,48544
C00001817,8650 Sage Rd.,,46822
C00001818,8611 Amherst Ave.,,41027
C00001819,971 Hudson Dr.,,48309
C00001820,601 Bohemia Street,,14280
C00001821,72 Cedarwood Lane,,10177
C00001822,601 NE. Windfall St.,,2145
C00001823,802 Laurel Ave.,,10155
C00001824,213 Market Ave.,,1843
C00001825,503 Linda St.,,1115
C00001826,294 Atlantic Street,,45197
C00001827,8726 South Cedar Street,,41231
C00001828,909 Old York St.,,1843
C00001829,8907 Carson St.,,1118
C00001830,678 Halifax Road,,45686
C00001831,8912 Green Lake Rd.,,1119
C00001832,9812 Meadow Drive,,10151
C00001833,842 Theatre Street,,44467
C00001834,488 Griffin Ave.,,44290
C00001835,360 South Dr.,,46539
C00001836,5 Summit Street,,48474
C00001837,675 Plymouth Court,Unit 5,44183
C00001838,750 York Ave.,,42132
C00001839,57 N. Ohio Ave.,,47035
C00001840,9771 W. Wild Horse Drive,,44284
C00001841,9500 E. Shub Farm Drive,,49229
C00001842,200 Hillcrest Rd.,,2110
C00001843,34 William Ave.,,1610
C00001844,7570 Greenrose Street,,41375
C00001845,85 Pheasant St.,,49933
C00001846,24 South Harvard Ave.,,1654
C00001847,76 Country St.,,42956
C00001848,40 Linden Ave.,,44378
C00001849,337 Hill Field Dr.,,2742
C00001850,8545 Lilac Avenue,,48259
C00001851,7593 Philmont Ave.,,48830
C00001852,7863 Hudson Ave.,,14215
C00001853,7486 Sierra Drive,,10026
C00001854,7403 E. Ketch Harbour Lane,,40742
C00001856,58 Plumb Branch Road,,48550
C00001857,7271 Pawnee Drive,,42582
C00001860,191 Cemetery Dr.,,10010
C00001861,686 Water Street,,45876
C00001862,7235 Albany Ave.,,14272
C00001863,82 Mechanic St.,,43506
C00001864,8468 St Margarets St.,,48630
C00001865,42 Peg Shop Street,,44907
C00001866,9025 East Bank St.,,40109
C00001867,845 Edgewater Ave.,,10104
C00001868,99 West Gainsway St.,,1904
C00001869,472 Mill Pond Street,,10037
C00001870,30 Willow Road,,10170
C00001871,410 NW. Amherst St.,,10176
C00001872,9 Pleasant St.,,43627
C00001873,7308 Roosevelt Street,,43851
C00001874,8834 Berkshire St.,,10005
C00001875,41 Fairground Lane,,48133
C00001876,536 Columbia St.,,10060
C00001877,89 South Cedar Swamp Ave.,,41565
C00001878,756 Miles St.,,42064
C00001879,626 Pulaski Ave.,,48616
C00001880,7886 Belmont Dr.,,10028
C00001881,143 Johnson Rd.,,43833
C00001882,7950 Talbot Drive,,45204
C00001883,990 Golf St.,,40735
C00001884,8086 Arcadia St.,,2269
C00001885,409 Homewood Rd.,,42726
C00001886,7707 Gainsway Dr.,,48552
C00001887,40 Bishop Drive,,45910
C00001888,5 Parker St.,,49709
C00001889,9383 N. Arch Street,,47177
C00001890,964 Marshall Lane,,49280
C00001891,50 Whitemarsh Avenue,,40262
C00001892,173 Bayport Lane,,45319
C00001893,657 Helen Rd.,,49529
C00001894,7689 Princess St.,,10013
C00001895,8738 Center Ave.,,42465
C00001896,37 Ryan Drive,,1655
C00001897,10 Marvon Lane,,46244
C00001898,883 NE. Orange Ave.,,42448
C00001899,7591 Lyme St.,,47768
C00001900,367 Briarwood St.,,45893
C00001901,708 Smoky Hollow Lane,,47351
C00001903,7239 East Garden Street,,10090
C00001904,75 NW. Bridge Street,,41501
C00001905,9823 Bald Hill Street,,40329
C00001906,53 Carson Lane,,43674
C00001907,8943 W. Vine Road,,14618
C00001908,8498 College Road,,40542
C00001909,96 Swanson Dr.,,48891
C00001910,762 NW. Lincoln St.,,49053
C00001911,62 West Tanglewood Drive,,1610
C00001912,659 Middle River St.,,2742
C00001913,855 Race Street,,1843
C00001914,9 N. West Dr.,,47361
C00001915,9831 W. Corona Dr.,,41416
C00001916,8387 Lafayette Dr.,,43647
C00001917,94 Chestnut Ave.,,1843
C00001919,763 West Brandywine Drive,,48365
C00001920,97 South Paris Hill Drive,,46664
C00001921,79 Atlantic Street,,10123
C00001922,868 West Mountainview Dr.,,10081
C00001923,7092 Ann Ave.,,10278
C00001924,7944 Meadow St.,,41184
C00001925,692 East Country Drive,,44263
C00001926,9700 Cherry St.,,44023
C00001927,7 Center St.,,13212
C00001928,36 San Pablo St.,,13214
C00001929,190 Homewood Drive,,2456
C00001930,7753 Division Dr.,,47769
C00001931,290 North Brook Avenue,,43266
C00001932,869C Peninsula Lane,,41735
C00001934,97 Mountainview St.,,45635
C00001935,91 Leeton Ridge Dr.,,44177
C00001936,7529 W. 4th St.,,48712
C00001937,62 Pulaski Rd.,,40396
C00001938,865 Cambridge Street,,2742
C00001939,7336 Prince Ave.,,10128
C00001940,3 East Main St.,,10261
C00001941,34 Charles Street,,45228
C00001942,69 Bellevue Dr.,,44556
C00001943,928 Thatcher St.,,49530
C00001944,67 Arch St.,,49611
C00001945,114 East West St.,,41292
C00001946,337 Central Drive,,40631
C00001947,9664C Green Hill Road,,45944
C00001948,798 Arnold St.,,2145
C00001949,982 Rockville St.,,2145
C00001950,621 NE. Rockcrest Street,,40885
C00001951,9733 Bradford St.,,46499
C00001952,26 Birchwood Dr.,,41592
C00001953,8795 Courtland St.,,46112
C00001954,9205 Wild Rose Court,,1843
C00001955,8553 Lookout Lane,,40635
C00001956,931 Atlantic Lane,,10151
C00001957,615 Shipley Street,,41427
C00001958,6 West Plumb Branch Road,,41012
C00001959,80 Maple Court,,10003
C00001960,91 Durham Ave.,,44544
C00001961,8727 Jennings Rd.,,45519
C00001962,8589 53rd Road,,49589
C00001963,9857 Kingston Ave.,,44225
C00001964,8520 Glen Ridge Street,,49928
C00001965,74 W. Goldfield Road,,14619
C00001966,952 NE. Indian Summer Court,,48300
C00001967,7905 Columbia St.,,10105
C00001968,442 Hartford Street,,10005
C00001969,9507 Henry Smith Drive,,44146
C00001970,47 Annadale Ave.,,10110
C00001971,7469 Cross Lane,,44822
C00001972,105 Spring Ave.,,10110
C00001973,585 Essex Avenue,,1905
C00001974,8901 Valley View Ave.,,40515
C00001975,8074 Baker Rd.,,45918
C00001976,90 Magnolia Street,,43186
C00001977,129 San Juan Court,,44882
C00001978,334 Poor House Street,,44403
C00001979,196 Clay Ave.,,1128
C00001980,95 Anderson Drive,,13215
C00001981,139 Shub Farm Drive,,42679
C00001982,849 Smith Store Street,,42345
C00001983,9356 Bay Street,,40712
C00001984,7549 Rockledge Street,,10153
C00001985,244 Pennington Street,,40180
C00001986,426 Ohio St.,,48477
C00001988,78 West Garfield St.,,45246
C00001989,7866 West Beechwood Street,,14205
C00001990,809 Railroad St.,,14203
C00001991,332 Virginia Drive,,48396
C00001993,9036 N. Ashley Street,,10278
C00001994,601 Henry Street,,10033
C00001995,895 Rock Creek Street,,14240
C00001996,7423 Water St.,,10163
C00001997,918 Golf Street,,10119
C00001998,987 Maple St.,,47165
C00001999,275 6th St.,,42255
C00002000,85 Arcadia Road,,42872
C00002001,7 Sierra St.,,49563
C00002002,605 E. Rockwell Street,,48262
C00002003,9557 Brookside Lane,,49332
C00002004,7 Airport Dr.,,10167
C00002005,9319 Littleton Street,,46131
C00002006,7730 South Jackson Avenue,,40175
C00002007,9561 South Westminster St.,,49619
C00002008,171 Bishop Drive,,45718
C00002009,43 W. New Saddle St.,,44565
C00002010,92 Overlook Ave.,,44472
C00002011,173 Magnolia Ave.,,45960
C00002012,913 Trenton Rd.,,44669
C00002013,682 S. Ocean St.,,10260
C00002015,9144 East Beech Street,,10016
C00002016,9720 Depot St.,,1854
C00002017,503 North William Dr.,,1854
C00002018,61 1st Rd.,,2138
C00002019,7510 James Dr.,,40765
C00002020,8076 Yukon Dr.,,41535
C00002021,307 Vermont Ave.,,47214
C00002022,783 East Rockwell Lane,,2138
C00002023,505 Princess Avenue,,2138
C00002024,90 Griffin Ave.,,48854
C00002025,7965 Sutor Avenue,,46028
C00002026,78 Brickell Street,,42895
C00002027,49 8th Lane,,46219
C00002028,9642 Newport Road,,48351
C00002029,8319 SE. Manor Station Dr.,,42416
C00002030,9821 W. Bohemia St.,,48289
C00002031,48 North Glendale Court,,45889
C00002032,6 South Rockaway Court,,10001
C00002033,104 Vernon Dr.,,10158
C00002034,7600 West Clark Lane,,40013
C00002035,44 Snake Hill Ave.,,43633
C00002037,32 Bay Dr.,,1843
C00002038,51 Vermont Ave.,,10101
C00002039,5 Maiden St.,,48392
C00002040,2 Randall Mill Drive,,2171
C00002041,8450 Wall Street,,45497
C00002042,68 Jefferson Dr.,,38460
C00002043,9388 W. 6th Lane,,13217
C00002044,643 East Edgemont St.,,42394
C00002045,7 Laurel Dr.,,41426
C00002046,7681 North Madison Street,,44672
C00002047,7235 E. Wild Horse Drive,,47367
C00002048,727 North Broad Ave.,,41156
C00002049,29 North Market St.,,46254
C00002050,8748 Nichols Ave.,,45083
C00002051,245 Lyme Avenue,,47025
C00002052,7632 Mill Pond Avenue,,49167
C00002053,993 Manor Dr.,,42369
C00002054,95 Wall Avenue,,1610
C00002055,57 High Noon Ave.,,2138
C00002056,709 Newport Drive,,10001
C00002057,64 Evergreen Dr.,,47032
C00002058,9816 Livingston Street,,10705
C00002059,582 North Studebaker St.,,40042
C00002060,7 Anderson Dr.,,49400
C00002061,866 Littleton St.,,42225
C00002062,141 Sherman Avenue,,46141
C00002063,644 Beacon Street,,46307
C00002064,544 E. Orchard Ave.,,48886
C00002065,7884 Brook Lane,,40755
C00002066,6 W. Pineknoll Road,,10111
C00002067,7591 Blue Spring Drive,,2138
C00002068,238 Winding Way St.,,46236
C00002069,2 Lafayette St.,,42776
C00002070,75 Academy Street,,47343
C00002071,8908 West Third Street,,10016
C00002072,8462 Temple Dr.,,14620
C00002073,9239 Wall Road,,43756
C00002074,717 West Arch Ave.,,44168
C00002075,7615 Orange Avenue,,44548
C00002076,7162 Highland Lane,,45028
C00002077,9935 4th St.,,44726
C00002078,447 West Virginia Dr.,,48738
C00002079,74 Mulberry St.,,40852
C00002080,401 Cross Rd.,,1910
C00002081,691 North Indian Summer Drive,,46862
C00002082,24 Rockville St.,,46325
C00002083,3 South Galvin Rd.,,2145
C00002084,392 Philmont Rd.,,10020
C00002085,9957 Thomas Ave.,,10119
C00002086,9 San Juan Dr.,,48121
C00002087,7181 Manhattan Lane,,42760
C00002088,353 Pheasant St.,,42428
C00002089,289 Heather Street,,46818
C00002090,53 Saxon Dr.,,46722
C00002091,225 Nichols Street,,1653
C00002092,27 North William Dr.,,43906
C00002093,45 Armstrong St.,,1605
C00002094,137 Trout St.,,1606
C00002095,8314 St Paul Street,,2163
C00002096,254 Smith Store St.,,44455
C00002097,9 Pennington St.,,48112
C00002098,7107 South Howard Rd.,,45107
C00002099,138 Ryan Ave.,,10153
C00002100,8950 Taylor Avenue,,49741
C00002101,38 Gregory Ave.,,44510
C00002102,7169 Cottage St.,,1129
C00002103,385 Summerhouse St.,,43909
C00002104,150 Glendale St.,,45593
C00002105,7103 Kingston Street,,47738
C00002106,57 Race St.,,40183
C00002107,430 North Howard Ave.,,46858
C00002108,464 Whitemarsh St.,,13218
C00002109,8760 Princess Ave.,,47608
C00002110,92 Fulton Drive,,44135
C00002111,47 Lakewood Rd.,,2742
C00002112,10 North Mill Street,,46818
C00002113,630 West Marlborough St.,,40735
C00002114,9395 SW. East Dr.,,1138
C00002115,243 Cottage Drive,,1139
C00002116,7993 SW. Saxton Rd.,,10701
C00002117,233 Bank Street,,48579
C00002118,35 Courtland Street,,10177
C00002119,2 Ann Street,,45311
C00002121,479 Acacia Lane,,46035
C00002122,6 West Drive,,10019
C00002123,8002 Edgewood St.,,47502
C00002124,23 Carpenter Lane,,42252
C00002125,642 W. Pin Oak Road,,2145
C00002126,296 Elizabeth Road,,41056
C00002128,786 Pilgrim Dr.,,42280
C00002129,213 West Court Street,,14621
C00002130,9383 Rockaway Lane,,40138
C00002131,837 Harvey Ave.,,45861
C00002132,82 S. Cedar Swamp Street,,44838
C00002133,17 Adams Rd.,,46940
C00002134,28 Jennings Drive,,41568
C00002135,8732 Country Club Street,,41438
C00002136,8849 Warren St.,,45694
C00002137,768 Birchwood Road,,41019
C00002138,20 Morris Dr.,,48207
C00002139,7112 Hill Ave.,,47582
C00002140,9536 Circle Lane,,48704
C00002141,9715 Woodside St.,,46570
C00002142,72 West Fremont Ave.,,46117
C00002143,491 Pulaski Dr.,,43899
C00002144,3 Gregory St.,,43910
C00002145,921 Grant Street,,46992
C00002146,268 East Trusel St.,,2458
C00002147,783 Oakwood St.,,1843
C00002148,328 Chapel Street,,42432
C00002149,7258 Newbridge Street,,43212
C00002150,9298 Sunbeam Dr.,,2723
C00002151,48 North Hartford Ave.,,2723
C00002152,660 Indian Spring Drive,,49027
C00002153,44 Rockcrest Road,,48018
C00002154,9128 South Wilson Lane,,1904
C00002155,883 West Prince Ave.,,40598
C00002156,943 Ridgewood Drive,,49480
C00002157,909 N. Pin Oak Ave.,,49733
C00002158,39 Evergreen St.,,47359
C00002159,7030 Corona Street,,40541
C00002160,557 Aspen Street,,43631
